,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,n_clusters_best_low,n_clusters_best_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
247,close,6,1453,49,macd,115,8,6,50,0.79,1817,614,41,103,729,116,229,283,195,18,931,63,130,893,702,360,353,96,210,935,371,131,440,32,760,868,398,548,236,319,199,901,2184,35,455,125,586,11,50,546,20,27,0.01,0.96,8,23,0.82,0.81,0.8,0.88,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,True,-1,True,False
248,HL/2,575,1337,19,macdh,65,159,6,9,0.35,2971,520,27,154,898,142,235,513,30,123,20,222,229,987,576,400,361,197,968,342,183,77,606,70,397,612,192,245,993,146,437,638,633,13,552,4,82,177,18,495,31,35,0.74,0.05,11,31,0.81,0.97,0.85,0.89,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,-1,True,False
249,OHLC/4,178,436,15,macd,202,192,6,10,0.16,1535,39,89,195,276,14,44,73,230,63,679,148,77,227,266,176,157,125,190,647,156,87,762,413,196,490,688,730,552,334,439,481,2249,8,518,12,44,131,5,448,2,44,0.16,0.05,28,17,0.94,0.81,0.81,0.88,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,-1,True,False
250,HLC/3,323,780,46,macds,87,137,6,40,0.4,1429,642,70,221,199,182,62,265,9,186,409,102,17,396,490,218,131,58,561,509,469,252,335,414,688,572,499,216,412,64,3,1373,1603,3,23,21,71,14,13,67,33,36,0.22,0.46,8,14,0.95,0.92,0.91,0.93,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,False,False,-1,True,False
251,OHLC/4,292,1270,8,macds,227,173,6,1,0.68,2902,207,14,193,867,202,21,349,65,88,740,166,119,569,685,550,317,244,388,333,174,173,622,833,149,589,940,696,810,594,156,975,966,5,282,4,67,146,50,687,26,6,0.19,0.49,29,12,0.81,0.98,0.84,0.88,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,-1,True,False
252,HLC/3,173,263,7,macdh,116,24,6,20,0.21,512,640,121,73,492,128,34,668,37,138,98,203,55,473,236,480,447,185,239,207,350,112,334,399,762,557,451,745,491,560,407,1283,1897,41,948,41,85,165,5,868,42,49,0.3,0.56,33,16,0.89,0.9,0.98,0.86,True,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,-1,True,False
253,close,790,857,46,macds,35,85,6,22,0.49,1942,41,155,92,719,34,229,853,146,126,351,144,236,513,894,590,434,211,98,724,355,61,300,543,198,705,904,282,821,273,37,950,401,12,281,30,86,123,12,988,37,23,0.07,0.98,28,9,0.96,0.97,0.91,0.95,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,-1,True,False
254,OHLC/4,53,1259,39,macds,161,86,6,24,0.91,428,906,29,77,28,66,108,213,19,48,897,197,66,114,506,216,112,110,616,354,375,233,47,894,936,201,264,465,126,897,42,1145,1022,17,898,8,13,57,2,339,40,30,0.05,0.09,9,24,0.94,0.87,0.83,0.82,True,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,-1,True,False
255,HLC/3,350,1398,42,macd,34,148,6,39,0.42,2953,231,150,190,431,181,87,82,126,134,271,176,113,831,527,113,322,158,235,152,102,2,789,373,352,18,555,583,213,301,453,710,1487,36,114,40,1366,105,38,915,24,49,0.4,0.54,28,5,0.89,0.81,0.98,0.91,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True,-1,True,False
256,high,222,690,25,macd,167,188,6,48,0.92,1383,611,71,145,56,105,63,707,7,137,797,189,225,628,681,546,390,30,939,717,244,86,18,214,76,941,806,109,799,848,401,1282,1717,8,165,458,1372,151,8,894,18,31,0.29,0.95,7,40,0.87,0.84,0.9,0.96,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,False,-1,True,False
257,high,253,502,47,macd,204,170,6,22,0.14,2029,329,114,201,702,84,184,36,112,54,600,237,165,321,544,558,456,78,626,514,93,70,317,434,420,843,794,401,987,868,401,962,712,11,405,7,13,88,12,173,49,47,0.43,0.4,33,37,0.98,0.81,0.92,0.89,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,-1,True,False
258,close,50,921,33,macdh,157,55,6,42,0.54,1718,222,136,48,88,72,11,68,137,3,32,104,116,236,434,352,303,20,689,675,172,147,426,969,155,911,456,752,816,218,167,957,1015,2,809,37,68,109,49,33,42,3,0.72,0.26,14,21,0.93,0.83,0.82,0.97,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,-1,True,False
259,open,131,1055,8,macd,145,22,6,36,0.52,348,573,250,188,156,93,70,87,200,111,340,207,29,556,984,716,298,72,125,949,399,99,887,875,418,305,666,216,843,143,38,454,824,47,506,25,63,77,46,54,10,21,0.56,0.71,46,18,0.99,0.94,0.97,0.98,False,True,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,-1,True,False
260,close,346,504,33,macdh,169,215,6,19,0.28,648,822,41,55,614,114,202,843,154,88,45,166,89,631,529,427,355,243,823,653,214,5,884,835,304,959,845,880,705,75,336,868,1913,8,373,47,102,46,1,284,33,11,0.1,0.93,43,35,0.87,0.98,0.81,0.97,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,-1,True,False
261,HL/2,683,763,25,macd,29,19,6,42,0.61,2365,924,134,137,783,98,42,933,152,110,405,138,164,264,981,945,262,90,132,779,264,24,612,668,199,341,627,14,932,972,381,727,1942,39,475,37,78,127,30,702,13,24,0.74,0.81,44,18,0.95,0.96,0.82,0.95,True,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,-1,True,False
262,open,147,985,23,macdh,222,61,6,36,0.32,2828,29,188,235,617,155,179,590,130,211,166,32,182,378,896,558,459,230,830,319,332,121,684,218,559,495,640,42,583,626,494,1197,1350,45,295,10,80,12,13,403,32,15,0.9,0.23,17,6,0.83,0.99,0.91,0.97,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-1,True,False
263,HLCC/4,479,876,45,macd,44,10,6,31,0.3,1143,666,101,161,818,99,129,218,178,52,634,133,146,309,447,451,271,229,881,304,327,248,559,815,878,539,517,879,339,998,387,1025,2096,35,994,93,235,54,26,380,23,8,0.18,0.24,5,39,0.9,0.95,0.84,0.84,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,-1,True,False
264,low,420,493,44,macd,49,214,6,17,0.63,1561,859,21,187,553,210,246,785,246,190,635,93,196,674,631,401,330,81,573,413,482,213,780,669,70,718,557,691,653,388,200,523,2110,22,585,33,96,199,13,71,6,21,0.99,0.34,24,16,0.85,0.85,0.87,0.85,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,True,False,-1,True,False
265,HLCC/4,125,242,20,macd,14,6,6,35,0.09,72,505,50,132,863,80,25,873,7,59,571,206,200,37,898,676,332,197,424,259,204,194,311,824,145,224,664,454,131,705,256,1244,2030,4,779,15,17,12,40,371,11,19,0.7,0.08,22,26,0.8,0.96,0.9,0.82,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,False,-1,True,False
266,HLCC/4,98,378,40,macds,94,12,6,42,0.18,2231,922,172,159,589,103,51,244,152,166,58,207,12,416,986,652,184,121,551,541,351,109,479,750,758,842,451,307,291,586,124,475,1499,13,781,31,98,77,22,452,50,17,0.95,0.42,32,43,0.86,0.98,0.8,0.84,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,-1,True,False
267,HLC/3,373,440,21,macdh,18,124,6,39,0.27,281,293,21,115,569,173,120,726,170,76,675,248,225,153,851,377,251,20,715,655,73,48,943,164,510,332,192,932,638,311,396,852,1187,50,820,111,375,204,21,710,48,23,0.39,0.53,13,10,0.87,0.98,0.92,0.83,False,True,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,-1,True,False
268,HLCC/4,424,1244,13,macdh,234,105,6,31,0.22,1385,185,89,111,106,69,229,599,63,33,931,120,144,765,670,565,473,392,325,311,245,47,65,710,262,931,858,320,266,584,14,697,2012,9,710,25,46,140,1,728,32,1,0.56,0.65,39,8,0.93,0.82,0.87,0.85,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,-1,True,False
269,HLCC/4,137,697,28,macds,47,123,6,31,0.56,2541,193,171,24,980,45,162,354,88,80,359,93,59,816,983,832,47,16,573,357,90,86,18,585,267,877,646,69,438,780,45,648,576,2,141,310,698,114,44,207,16,46,0.24,0.96,10,14,0.87,0.86,0.88,0.92,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,-1,True,False
270,HLCC/4,390,1045,14,macd,129,5,6,44,0.3,279,703,179,86,415,235,88,461,236,229,353,135,104,548,928,456,295,279,132,908,174,120,301,271,235,494,679,569,569,722,312,937,1623,7,259,3,19,20,49,288,36,22,0.26,0.83,13,49,0.84,0.83,0.96,0.99,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,-1,True,False
271,low,108,1296,14,macds,236,32,1,33,0.72,2799,716,60,15,830,215,137,390,83,66,683,233,140,503,601,517,337,64,869,328,399,47,850,952,738,324,34,924,961,63,375,1130,2233,12,452,15,49,14,38,330,18,36,0.38,0.71,31,19,-0.05,1.17,0.07,1.33,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,-1,True,False
272,HLC/3,690,1338,50,macd,85,2,6,31,0.14,2684,447,121,128,531,173,216,740,12,242,356,123,86,418,943,341,294,255,800,199,453,82,409,230,802,263,504,880,430,505,421,846,519,18,726,69,122,35,20,466,31,23,0.19,0.83,25,36,0.83,0.82,0.96,0.83,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,-1,True,False
273,low,354,1365,9,macd,90,41,6,31,0.7,155,767,250,24,840,61,86,437,198,33,345,20,3,577,318,701,140,121,181,536,354,30,142,769,19,778,279,912,687,520,149,408,1622,4,922,24,80,203,27,802,47,9,0.56,0.04,26,10,0.8,0.97,0.9,0.85,False,True,True,False,True,False,True,True,False,False,False,True,False,True,True,False,True,-1,True,False
274,low,199,1496,26,macds,221,10,6,5,0.08,705,156,160,56,333,133,53,150,223,64,118,118,233,461,818,677,345,104,830,552,85,45,145,808,359,995,433,920,752,446,123,1321,2299,4,867,41,97,193,20,410,27,8,0.28,0.78,23,41,0.89,0.85,0.89,0.96,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,-1,True,False
275,close,29,1179,14,macdh,22,95,6,4,0.09,2672,784,109,13,661,40,107,42,138,185,749,142,80,601,886,632,401,292,348,288,127,70,234,233,744,739,971,339,982,145,437,1247,337,6,226,263,1282,167,43,996,21,14,0.72,0.92,41,34,0.92,0.92,0.88,0.94,True,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,-1,True,False
276,open,101,214,27,macdh,171,121,6,38,0.96,437,355,204,2,323,129,184,199,231,144,56,213,104,32,727,468,347,219,777,644,370,134,194,382,550,222,832,319,551,956,197,386,1956,40,81,30,97,146,15,973,37,40,0.38,0.78,26,11,0.9,0.88,0.94,0.94,False,True,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,-1,True,False
277,high,91,373,35,macdh,68,76,6,4,0.28,255,277,90,25,761,100,43,307,76,34,856,201,95,589,716,321,314,118,681,593,488,245,540,881,196,144,303,967,448,143,218,1020,1554,2,352,41,79,178,12,663,16,12,0.34,0.34,33,12,0.86,0.81,0.86,0.85,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,-1,True,False
278,HLC/3,333,1256,16,macdh,29,10,6,28,0.26,2246,559,209,87,123,86,29,810,141,4,985,199,48,847,896,440,383,382,183,177,153,47,956,961,738,864,36,612,41,808,456,873,1930,43,338,80,642,172,13,122,23,38,0.99,0.07,7,14,0.85,0.93,0.93,0.91,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,-1,True,False
279,HLC/3,112,788,8,macd,142,65,6,48,0.74,958,682,15,158,885,83,154,32,196,98,585,249,74,888,837,747,254,23,182,131,294,268,848,808,550,762,285,470,348,547,208,586,2116,49,616,79,670,101,9,414,46,45,0.9,0.97,6,22,0.93,0.9,0.83,0.88,True,False,False,True,True,False,False,False,True,True,False,True,True,False,True,False,False,-1,True,False
280,high,55,1019,18,macdh,61,217,6,40,0.58,2233,617,235,86,92,169,9,468,189,206,593,116,30,552,976,272,158,27,904,876,220,88,258,914,480,910,329,590,84,986,471,829,617,7,545,326,985,147,32,539,39,32,0.77,0.6,16,23,0.88,0.87,0.95,0.82,False,False,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,-1,True,False
281,high,466,814,5,macdh,119,239,6,10,0.14,918,316,138,80,933,28,162,831,236,153,44,199,39,24,726,594,59,51,247,222,190,87,521,527,769,477,897,599,254,440,305,986,1188,37,409,3,97,205,34,762,38,48,0.11,0.67,19,3,0.94,0.91,0.99,0.93,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,-1,True,False
282,high,435,845,43,macdh,168,94,6,48,0.55,353,774,182,192,44,228,198,713,75,220,748,105,168,345,853,357,143,36,600,381,261,61,991,977,466,563,378,905,344,69,149,1286,2119,26,472,47,85,172,27,639,20,4,0.17,0.21,39,17,0.92,0.98,0.86,0.92,False,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,True,-1,True,False
283,open,539,1068,12,macd,197,238,6,36,0.03,2992,592,138,57,303,100,190,175,164,237,669,18,162,560,705,328,159,131,350,186,161,158,427,692,438,790,647,440,152,312,149,1037,545,28,456,332,810,46,20,612,27,50,0.4,0.78,49,12,0.87,0.89,0.86,0.99,True,False,True,True,False,True,True,False,True,False,False,False,True,True,False,False,True,-1,True,False
284,open,614,800,8,macd,134,10,6,48,0.82,963,703,24,111,103,118,137,346,59,73,413,28,243,154,430,312,198,50,952,216,309,174,714,244,625,211,807,63,586,663,336,363,1267,20,124,30,91,61,13,974,35,5,0.31,0.32,4,8,0.92,0.9,0.81,0.85,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True,True,-1,True,False
285,open,181,187,23,macds,94,154,6,50,0.67,2095,712,215,109,562,190,201,601,111,131,61,118,52,69,658,523,443,315,174,723,169,44,232,336,346,978,531,282,450,973,163,964,1087,10,739,30,41,198,27,731,32,19,0.74,0.1,6,18,0.84,0.94,0.93,0.88,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,-1,True,False
286,HLCC/4,521,1302,24,macds,146,20,6,13,0.01,237,331,131,95,799,195,134,411,54,58,25,58,178,17,733,511,166,83,450,245,199,167,967,875,244,291,537,138,425,109,448,1251,695,5,291,330,671,101,3,4,8,27,0.68,0.8,2,39,0.86,0.86,0.9,0.94,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,-1,True,False
287,high,43,1435,32,macdh,169,188,6,4,0.89,2271,28,138,168,537,2,94,248,44,118,179,18,194,190,702,569,479,387,243,587,188,90,750,508,975,880,990,536,740,983,72,860,126,17,51,223,256,74,38,584,8,49,0.32,0.7,38,9,0.94,0.84,0.98,0.96,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,-1,True,False
288,HLC/3,246,859,19,macds,175,77,6,23,0.56,728,183,92,149,131,127,64,673,110,235,819,85,107,599,788,479,174,72,935,250,441,379,798,746,956,476,401,934,624,101,38,990,929,29,124,47,91,149,22,543,28,30,0.53,0.35,8,1,0.95,0.82,0.91,0.93,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,True,False,-1,True,False
289,HLCC/4,220,412,8,macds,219,243,6,49,0.13,2770,214,248,143,905,229,75,758,139,121,42,12,240,717,847,399,116,13,755,548,128,122,993,397,457,672,752,270,43,832,14,749,2458,8,497,343,963,60,33,514,38,33,0.93,0.53,4,2,0.9,0.84,0.85,0.83,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,-1,True,False
290,HLCC/4,80,1020,9,macd,172,75,6,27,0.66,2435,615,10,42,258,96,69,617,54,221,104,99,141,188,904,700,267,89,845,460,410,155,55,709,945,610,22,421,198,707,434,861,1635,11,57,15,17,202,12,978,44,29,0.61,0.25,6,35,0.81,0.91,0.91,0.93,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,-1,True,False
291,high,154,203,50,macd,123,40,6,24,0.09,820,380,59,56,678,135,64,274,165,116,677,126,69,309,976,61,445,342,397,93,360,275,165,384,123,558,633,837,534,615,279,315,463,19,169,302,1093,33,21,727,44,35,0.52,0.11,40,38,0.94,0.9,0.87,0.82,False,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,-1,True,False
292,open,36,996,12,macdh,108,76,6,11,0.11,933,54,154,81,394,76,145,672,206,189,899,129,53,406,428,301,483,47,550,162,484,180,739,668,380,698,738,636,631,768,76,111,904,35,919,34,49,167,23,778,40,39,0.64,0.41,1,47,0.9,0.9,0.82,0.84,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False,-1,True,False
293,low,314,454,47,macdh,67,216,6,16,0.63,1642,504,37,148,800,184,104,745,200,90,817,64,99,840,688,384,357,218,250,733,300,49,328,38,374,259,854,812,921,983,425,1057,1959,42,473,12,43,49,6,412,27,12,0.76,0.39,7,47,0.86,0.93,0.93,0.85,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,True,-1,True,False
294,open,233,1420,40,macdh,12,130,6,16,0.11,1229,922,121,216,868,165,215,778,62,114,371,169,230,594,925,240,308,220,884,530,99,90,12,976,193,954,656,71,305,479,42,351,1342,37,797,50,83,10,33,837,38,33,0.37,0.7,33,45,0.97,0.81,0.92,0.94,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,-1,True,False
295,high,295,814,39,macd,50,120,6,42,0.45,151,54,88,217,920,93,92,87,128,203,281,69,139,559,628,78,315,7,155,426,211,22,919,529,456,304,598,966,189,570,402,1167,166,10,70,5,98,154,35,97,22,1,0.8,0.21,43,41,0.93,0.96,0.91,0.82,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False,-1,True,False
296,open,95,177,35,macd,117,53,6,12,0.62,495,927,66,241,200,130,219,753,243,61,404,219,56,62,689,307,478,342,162,254,132,82,674,613,263,818,576,693,172,583,56,181,1391,38,646,44,75,101,17,655,14,9,0.04,0.13,39,25,0.85,0.88,0.87,0.91,False,False,False,True,True,False,False,True,True,False,True,False,True,True,False,True,True,-1,True,False
297,high,653,1235,19,macds,156,176,6,14,0.72,187,325,201,30,289,166,205,766,4,218,357,117,11,955,289,142,277,39,561,545,129,85,173,855,742,271,350,907,260,798,120,645,1973,39,543,10,104,194,15,942,19,6,0.5,0.08,39,34,0.96,0.99,0.98,0.95,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,-1,True,False
298,open,33,1330,41,macd,211,204,6,44,0.17,2637,451,227,202,536,110,222,817,59,236,916,60,8,777,845,627,255,108,668,476,202,93,549,882,76,701,651,954,439,542,105,1340,2051,25,270,37,48,129,29,682,23,20,0.44,0.13,34,39,0.85,0.83,0.9,0.91,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,-1,True,False
299,low,575,1005,33,macd,44,123,6,28,0.68,2823,620,33,160,513,206,207,379,57,62,978,213,194,114,402,335,93,34,240,337,335,115,329,643,333,41,104,441,56,778,458,838,63,48,887,30,49,56,12,477,15,39,0.97,0.07,4,27,0.99,0.98,0.89,0.81,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,-1,True,False
300,low,539,753,13,macd,45,62,6,47,0.95,1092,235,73,244,91,166,230,267,77,33,859,35,114,91,348,230,316,290,187,644,333,172,675,769,366,271,309,603,921,419,17,1018,1584,14,328,19,20,168,17,553,38,42,0.89,0.09,21,36,0.91,0.91,0.86,0.96,True,True,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,-1,True,False
301,high,287,1164,50,macdh,235,221,6,7,0.52,645,343,143,204,369,56,32,649,111,23,731,107,211,151,323,288,164,54,158,145,110,46,370,179,716,174,82,195,238,169,428,1050,1528,19,795,4,72,51,16,325,50,39,0.02,0.59,50,32,0.98,0.85,0.84,0.98,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,False,False,-1,True,False
302,HLC/3,559,671,12,macdh,245,201,6,46,0.38,893,287,222,32,410,96,137,512,31,66,859,40,19,738,734,200,81,65,712,208,63,60,373,978,183,491,954,952,335,976,215,1379,1276,48,398,29,109,178,24,516,22,35,0.06,0.01,29,11,0.81,0.9,0.84,0.9,True,False,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,-1,True,False
303,low,672,1479,47,macd,39,68,6,28,0.73,2553,953,222,11,945,215,100,837,54,182,666,53,147,8,772,378,173,117,211,118,32,15,735,8,435,153,113,882,599,660,421,572,2060,24,465,44,108,107,19,802,30,19,0.53,0.82,19,32,0.92,0.97,0.95,0.91,False,True,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,-1,True,False
304,low,668,1118,21,macds,217,139,6,35,0.17,2440,497,64,216,561,217,82,812,204,17,413,55,243,429,914,815,323,229,152,41,234,192,92,135,603,102,887,229,289,848,431,1104,1083,45,320,33,105,81,5,693,33,16,0.09,0.18,3,11,0.98,0.83,0.85,0.92,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,-1,True,False
305,OHLC/4,225,700,30,macd,159,161,6,12,0.49,2855,519,190,11,17,165,67,892,139,214,572,25,177,243,935,702,427,321,196,927,379,227,598,636,152,139,866,878,799,951,338,1054,584,43,55,39,101,159,42,663,32,19,0.68,0.44,29,33,0.87,0.92,0.98,0.94,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,-1,True,False
306,open,130,158,11,macds,224,82,6,13,0.95,1292,450,151,239,941,198,115,938,201,241,73,118,199,868,783,370,450,231,803,382,305,24,241,925,65,369,122,271,717,268,372,965,1647,11,293,50,108,47,16,416,19,8,0.22,0.89,34,36,0.87,0.86,0.98,0.91,False,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,True,-1,True,False
307,open,655,887,11,macd,14,101,6,17,0.88,1920,867,213,6,689,18,218,288,233,5,196,95,55,756,323,573,214,146,986,820,401,25,101,632,235,127,136,683,605,601,76,422,806,47,482,28,101,187,28,517,30,2,0.2,0.08,33,37,0.81,0.93,0.84,0.92,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,-1,True,False
308,close,644,1305,11,macds,154,239,6,49,0.3,1803,261,169,66,22,55,42,358,37,116,133,163,49,439,295,215,197,47,197,622,252,164,542,198,888,304,36,638,399,515,143,571,1359,8,698,23,35,190,39,503,26,2,0.09,0.42,49,16,0.88,0.84,0.91,0.88,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,-1,True,False
309,HLCC/4,190,234,25,macd,28,83,6,12,0.25,1404,537,36,85,629,139,218,146,28,89,984,8,15,607,427,660,457,239,609,531,210,108,19,449,75,601,744,135,378,756,366,1015,822,49,117,450,478,192,15,678,22,25,0.13,0.86,20,18,0.85,0.81,0.81,0.96,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,-1,True,False
310,HL/2,779,1209,19,macds,137,86,6,44,0.67,652,751,159,210,600,240,26,325,103,25,50,226,82,818,624,204,174,135,240,134,385,334,437,540,146,130,455,524,350,769,319,510,2181,36,724,178,1087,108,7,888,26,1,0.41,0.52,2,32,0.81,0.95,0.89,0.99,True,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,False,-1,True,False
311,open,381,877,20,macdh,97,79,6,45,0.13,521,699,234,98,401,224,230,774,27,30,354,210,19,155,740,735,478,338,876,170,150,80,486,401,687,487,350,82,183,344,36,825,227,38,18,359,1238,85,4,50,23,6,0.27,0.38,20,22,0.86,0.95,0.96,0.92,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,-1,True,False
312,high,267,894,16,macds,210,231,6,18,0.65,2860,595,57,114,243,54,215,982,237,5,534,149,218,863,666,397,421,215,747,739,414,162,163,17,194,152,820,988,971,886,127,660,2458,48,980,400,900,196,6,598,48,14,0.01,0.46,24,49,0.9,0.82,0.87,0.83,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,-1,True,False
313,HL/2,323,608,34,macds,214,149,6,38,0.13,933,328,159,28,66,59,195,926,183,130,625,174,100,237,981,302,285,115,197,142,370,173,74,265,632,763,423,494,606,112,17,967,626,7,48,27,67,102,40,782,43,26,0.89,0.15,24,38,0.87,0.82,0.98,0.86,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,-1,True,False
314,HLCC/4,153,782,15,macd,18,245,6,37,0.58,1424,622,244,207,117,245,40,662,105,216,185,39,122,153,896,841,460,186,816,711,244,239,485,468,417,148,551,432,823,370,431,1288,177,39,551,15,110,23,13,90,30,48,0.78,0.35,8,28,0.81,0.83,0.81,0.99,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-1,True,False
315,OHLC/4,420,720,26,macds,42,193,6,13,0.39,582,669,50,95,973,78,120,518,184,138,784,180,132,923,951,403,302,51,170,149,271,193,489,120,68,696,461,538,746,583,184,615,1719,27,7,16,109,102,17,777,42,20,0.63,0.99,6,16,0.91,0.93,0.85,0.81,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,-1,True,False
316,OHLC/4,36,1330,49,macdh,209,169,6,45,0.42,2599,842,46,108,117,63,216,695,155,141,936,181,177,275,586,796,376,313,689,586,310,181,977,607,642,509,891,320,674,858,223,741,696,28,281,15,17,130,48,400,37,32,0.14,0.11,14,1,0.98,0.88,0.98,0.85,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,-1,True,False
317,HLCC/4,78,588,21,macds,77,195,6,43,0.41,240,458,86,139,367,123,190,602,211,28,864,170,70,807,780,443,309,206,44,686,216,200,236,255,691,518,426,931,38,357,302,1118,1944,24,834,293,956,130,12,834,41,5,0.62,0.8,39,33,0.92,0.88,0.93,0.83,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,-1,True,False
